Date,Open,High,Low,Close,Volume,Returns,Log_Returns,Volume_Change,Price_Range,Intraday_Return,RSI_14,MACD,MACD_Signal,MACD_Diff,Stoch_K,Stoch_D,ROC_10,Williams_R,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,ADX,ADX_Pos,ADX_Neg,Ichimoku_A,Ichimoku_B,BB_High,BB_Low,BB_Mid,BB_Width,BB_Pct,ATR_14,Keltner_High,Keltner_Low,Keltner_Mid,HV_20,HV_50,OBV,Volume_SMA_10,Volume_SMA_20,Volume_ROC,MFI,CMF,Returns_Lag_1,Close_Lag_1,Volume_Lag_1,Returns_Lag_5,Close_Lag_5,Volume_Lag_5,Returns_Lag_10,Close_Lag_10,Volume_Lag_10,Returns_Lag_20,Close_Lag_20,Volume_Lag_20,Returns_Mean_5,Returns_Std_5,Returns_Skew_5,Returns_Kurt_5,Returns_Min_5,Returns_Max_5,Returns_Q25_5,Returns_Q75_5,Returns_Mean_10,Returns_Std_10,Returns_Skew_10,Returns_Kurt_10,Returns_Min_10,Returns_Max_10,Returns_Q25_10,Returns_Q75_10,Returns_Mean_20,Returns_Std_20,Returns_Skew_20,Returns_Kurt_20,Returns_Min_20,Returns_Max_20,Returns_Q25_20,Returns_Q75_20,Returns_Mean_50,Returns_Std_50,Returns_Skew_50,Returns_Kurt_50,Returns_Min_50,Returns_Max_50,Returns_Q25_50,Returns_Q75_50,Fourier_Sin_1,Fourier_Cos_1,Fourier_Sin_2,Fourier_Cos_2,Fourier_Sin_3,Fourier_Cos_3,Fourier_Sin_4,Fourier_Cos_4,Fourier_Sin_5,Fourier_Cos_5,DayOfWeek,Month,Quarter,Year,DayOfMonth,IsMonthEnd,IsQuarterEnd
2021-04-16,27.8203239440918,28.226879119873047,24.97291755676269,25.39736557006836,240665351,-0.0870271312450597,-0.0910491154169514,0.0872775993325114,3.253961563110355,-0.0870931042676807,59.5343338746758,2.9620776509505404,3.112915649493409,-0.1508379985428685,55.67355970639316,69.19466155695339,1.7639031506338838,-44.32644029360684,27.12769317626953,27.17021026611328,24.036122608184815,18.108029899597167,26.68985910849792,26.216887691916227,24.06967851234197,48.63843436239449,26.856400390533725,12.92062969709408,24.221771001815796,20.676142692565918,31.23705495810793,16.8351902582617,24.036122608184815,59.917587102597345,0.594518521750734,2.426408006604789,26.497048981984456,21.32031405766805,23.908681519826253,0.8626426225070573,0.9563310202826677,5960777581,321205285.9,306217124.85,-0.2499995333247207,70.34144236652396,0.15002931758093502,0.0507345404728316,27.81831359863281,221346739.0,0.0406270300937436,27.9318904876709,232938762.0,0.0858352729672349,24.95714569091797,320886935.0,0.1169802881086865,16.50832176208496,223872587.0,-0.01765699979818899,0.05401755590551961,0.07793679200407944,-1.0306125877122305,-0.0870271312450597,0.0507345404728316,-0.0377583425404608,0.0207731238419173,0.002808366984871945,0.04813441646686871,-0.6314719966631329,-0.6396213424802879,-0.0870271312450597,0.060941867208285,-0.03468707652834248,0.0373531593749609,0.023148661419479237,0.054341377368529606,-0.02227981431952252,0.006009717689629445,-0.0870271312450597,0.1384161115904834,-0.023085784683879826,0.05328637215669495,0.013980071509994021,0.06024319168391918,0.45231162852689855,-0.48668317953500995,-0.0900520122701729,0.1425858665930299,-0.036668704413280045,0.04968729103084973,0.19814614319939872,-0.9801724878485436,-0.38843479627469685,0.9214762118704067,0.563320058063622,-0.8262387743159949,-0.7158668492597217,0.6982368180860695,0.8400259231507726,-0.5425462638657575,4,4,2,2021,16,0,0
2021-04-17,25.36920547485352,26.819766998291016,25.09987449645996,25.09987449645996,201720376,-0.0117134618859446,-0.0117826049473927,-0.1618221104042517,1.719892501831055,-0.0106164530324185,58.32090225568633,2.6850882110598633,3.0273501618067,-0.3422619507468365,40.362964468576365,59.31277644498763,-5.205083654249273,-59.637035531423635,26.445243453979494,27.032389640808105,24.39030466079712,18.338268566131593,26.159864237818603,26.01379438365145,24.167792415591304,47.66674040357302,25.467774930678143,12.252561188513344,24.221771001815796,20.676142692565918,31.04839353894086,17.73221578265338,24.39030466079712,54.596192796602324,0.5532862994659112,2.3759426134066652,26.81886491775513,21.77424039840698,24.296552658081055,0.8315947317940533,0.9556052471712905,5759057205,273692701.4,294997140.55,-0.7019701525377948,64.45929009742886,0.11438576248946584,-0.0870271312450597,25.39736557006836,240665351.0,0.0207731238419173,28.51212310791016,308804546.0,0.060941867208285,26.47808074951172,676846221.0,0.0913425182680993,18.016233444213867,426120062.0,-0.024154316943761373,0.050047379985103696,0.5637163793945698,1.3946805126069854,-0.0870271312450597,0.0507345404728316,-0.0377583425404608,-0.0117134618859446,-0.0044571659245510155,0.04366004837682752,-0.5487228983553261,-0.4589191043519106,-0.0870271312450597,0.0507345404728316,-0.03468707652834248,0.025897400881927827,0.017995862411777037,0.05238554409329817,0.15787971285139624,0.3694956333101659,-0.0870271312450597,0.1384161115904834,-0.023085784683879826,0.04759279214688598,0.014075959892746964,0.060197472275324855,0.44947393516854417,-0.48232966709771363,-0.0900520122701729,0.1425858665930299,-0.036668704413280045,0.04968729103084973,0.1736481776669305,-0.984807753012208,-0.34202014332566905,0.9396926207859083,0.5000000000000034,-0.8660254037844366,-0.6427876096865398,0.7660444431189776,0.7660444431189786,-0.6427876096865387,5,4,2,2021,17,0,0
2021-04-18,25.135501861572266,32.90256881713867,21.539209365844727,32.30291748046875,1155150688,0.2869752589808643,0.2522947046381179,4.726494818748503,11.363359451293944,0.2851510846439153,72.78481624260662,3.01207611629653,3.024295352704666,-0.012219236408135714,94.722939644388,63.586487939785876,19.490023526141375,-5.277060355611998,27.418716430664062,27.55928268432617,25.062710094451905,18.72030355453491,28.20754865203532,27.157271310345504,24.94256623129392,48.356150852234045,33.01513756209866,8.957218335579634,24.928701162338257,22.19627571105957,32.056648662853746,18.068771526050064,25.062710094451905,55.811510742807336,1.0176058750878676,3.0179009589700425,27.842686939239503,21.79047441482544,24.81658067703247,1.2656985268560632,1.1298890239257824,6914207893,351408937.5,341917244.9,2.056048574748712,70.39459203191376,0.2246374425136689,-0.0117134618859446,25.09987449645996,201720376.0,-0.0377583425404608,27.4355525970459,258183912.0,0.0209949618718729,27.03398704528809,377988327.0,0.0465455427049041,18.854808807373047,216748601.0,0.040792403360503646,0.14624048865199152,1.6323507801093673,2.8790681805549454,-0.0870271312450597,0.2869752589808643,-0.0350071895201733,0.0507345404728316,0.022140863786348126,0.10239699108549617,2.158899565022429,5.778787863297178,-0.0870271312450597,0.2869752589808643,-0.03468707652834248,0.0373531593749609,0.030017348225575047,0.07973151278195119,1.7807851343757906,5.030191706594907,-0.0870271312450597,0.2869752589808643,-0.023085784683879826,0.05328637215669495,0.020384753833044788,0.0711763182478364,1.196936547695227,2.6623021421500357,-0.0900520122701729,0.2869752589808643,-0.036668704413280045,0.0516810102457307,0.1490422661761754,-0.9888308262251284,-0.29475517441090604,0.9555728057861401,0.4338837391175591,-0.9009688679024187,-0.5633200580636252,0.8262387743159927,0.6801727377709241,-0.7330518718298219,6,4,2,2021,18,0,0
2021-04-19,32.33952331542969,36.08025741577149,29.92590713500977,31.67589569091797,1219130981,-0.0194106860449956,-0.0196015472800168,0.05538696696859,6.154350280761722,-0.0205206371794321,70.4915427703581,3.1839187355770875,3.0562200292791504,0.12769870629793711,69.71083714371122,68.26558041889189,14.03118523332073,-30.289162856288787,28.45887336730957,27.94904479980469,25.68480863571167,19.092036533355714,29.36366433166287,27.978839379540496,25.583835703639068,49.48946914293923,35.53969261815873,7.742646256190984,26.517545461654667,23.78512001037598,32.70756077547564,18.662056495947695,25.68480863571167,54.684091591787634,0.9265483770446478,3.2419330533837334,28.69628852208455,22.226448090871173,25.461368306477866,1.2775203146922234,1.1315905601316893,5695076912,445074241.8,389672372.6,3.3158449457387356,79.75212408601617,0.15178483676418453,0.2869752589808643,32.30291748046875,1155150688.0,-0.0350071895201733,26.47511100769043,342565805.0,0.0275315472186128,27.77827453613281,282477938.0,0.0201071282251008,19.233924865722656,264028427.0,0.04391170405553919,0.14437391176529518,1.6185250223058287,2.961863766982527,-0.0870271312450597,0.2869752589808643,-0.0194106860449956,0.0507345404728316,0.017446640459987284,0.10319528873258317,2.2708107205751067,6.099946376039668,-0.0870271312450597,0.2869752589808643,-0.03468707652834248,0.035663553530787026,0.028041457512070222,0.08047621541687139,1.800223330091827,4.941070870098844,-0.0870271312450597,0.2869752589808643,-0.023085784683879826,0.05328637215669495,0.020166102850704904,0.0712835049537317,1.1988431055252486,2.6446826135093984,-0.0900520122701729,0.2869752589808643,-0.036668704413280045,0.0516810102457307,0.12434370464748515,-0.9922392066001721,-0.2467573976902936,0.969077286229078,0.3653410243663966,-0.9308737486442037,-0.4782539786213181,0.8782215733702285,0.5837436722347941,-0.8119380057158535,0,4,2,2021,19,0,0
2021-04-20,31.476289749145508,32.69721984863281,28.93257141113281,31.77005386352539,793008154,0.0029725496486723,0.0029681403586932,-0.3495299796667213,3.764648437500004,0.0093328698115653,70.64113683535837,3.2897804854142727,3.1029321205061753,0.18684836490809742,70.35837074847016,78.26404917885648,18.362116636937557,-29.641629251529835,29.249221420288087,28.441909790039062,26.30004987716675,19.428325843811034,30.165794175617044,28.668151103901387,26.172999337913954,49.93605632979166,32.62540172568291,9.271410587314454,26.517545461654667,23.78512001037598,33.19021448252891,19.409885271804594,26.30004987716675,52.396589645589074,0.8969429106310246,3.2792698665348956,29.40225299199422,22.719902261098223,26.061077626546222,1.2794284018530873,1.0967856235324585,6488085066,497351531.4,419022229.4,1.9345103221134825,68.52424433992803,0.17450032446689362,-0.0194106860449956,31.67589569091797,1219130981.0,0.0507345404728316,27.81831359863281,221346739.0,-0.03372673755285,26.84140396118164,270235258.0,0.012025843415526,19.465229034423828,206011018.0,0.034359305890707334,0.1453861472999815,1.9047161644633446,4.039742844818792,-0.0870271312450597,0.2869752589808643,-0.0194106860449956,0.0029725496486723,0.021116569180139513,0.10181656134051972,2.2463173900669524,6.138886281503844,-0.0870271312450597,0.2869752589808643,-0.031108063651378876,0.035663553530787026,0.027588792823727542,0.08059641360990664,1.8096017311492227,4.941118783544955,-0.0870271312450597,0.2869752589808643,-0.023085784683879826,0.05328637215669495,0.01737383651181775,0.06909100003375705,1.3244153623671555,3.415650314892255,-0.0900520122701729,0.2869752589808643,-0.036668704413280045,0.04968729103084973,0.09956784659581565,-0.9950307753654015,-0.19814614319939558,0.9801724878485443,0.294755174410903,-0.9555728057861411,-0.38843479627469096,0.9214762118704093,0.4782539786213153,-0.8782215733702301,1,4,2,2021,20,0,0
2021-04-21,31.681537628173828,35.004302978515625,30.1674919128418,32.51304244995117,729130141,0.0233864440273672,0.0231171712852635,-0.0805515210377016,4.836811065673825,0.0262457217681853,71.85368288295115,3.3944999716920243,3.1612456907433453,0.23325428094867906,75.46796521425232,71.84572436881126,16.40115252600746,-24.532034785747683,30.672356796264648,28.90002498626709,26.971456909179686,19.799408264160157,30.948210267061757,29.36722225772862,26.776812967631784,50.71237838850029,34.161309165318,8.326675094442553,27.114442586898807,23.990742683410648,33.52735514612775,20.415558672231615,26.971456909179686,48.613601104483024,0.9226412110502215,3.390522809330533,30.22479801177979,23.21049556732178,26.71764678955078,1.267474549339369,1.0798099246552886,7217215207,546970669.3,446792142.15,2.1301365849965324,69.54693858590319,0.17447108887037335,0.0029725496486723,31.77005386352539,793008154.0,-0.0870271312450597,25.39736557006836,240665351.0,0.0406270300937436,27.9318904876709,232938762.0,-0.0195388003942231,19.084901809692383,173731886.0,0.05644202094519272,0.1298999926510738,2.1498925081272704,4.680784588149938,-0.0194106860449956,0.2869752589808643,-0.0117134618859446,0.0233864440273672,0.019392510573501876,0.1015952098252012,2.323693675677537,6.474675169211925,-0.0870271312450597,0.2869752589808643,-0.031108063651378876,0.022733113981004728,0.029735055044807057,0.07984339168227707,1.7836780006572357,5.0139601312024045,-0.0870271312450597,0.2869752589808643,-0.0229896989219592,0.05328637215669495,0.01917440083227606,0.06802163152041159,1.345197043650394,3.628129834966806,-0.0900520122701729,0.2869752589808643,-0.03468707652834248,0.04968729103084973,0.07473009358642403,-0.9972037971811801,-0.149042266176174,0.9888308262251286,0.22252093395631373,-0.9749279121818237,-0.2947551744109033,0.955572805786141,0.36534102436639726,-0.9308737486442034,2,4,2,2021,21,0,0
2021-04-22,32.68342971801758,40.97186279296875,31.600690841674805,38.8797607421875,1638622971,0.1958204404290036,0.1788325108367243,1.2473669361036603,9.371171951293944,0.1895863156844288,79.62085773276864,3.945747752382143,3.318146103071105,0.6276016493110381,89.23408962843385,78.35347519705213,36.36220843687726,-10.76591037156615,33.42833404541015,29.936788749694824,27.92493381500244,20.29469165802002,33.592060425437005,31.096774709448418,27.929474660446616,52.10979423473473,39.336893702598665,6.866737395732936,29.95698595046997,26.436545372009277,35.5043937955572,20.345473834447684,27.92493381500244,54.28453317574385,1.2226653980158129,3.8177120337564907,31.518033854166664,23.69222971598307,27.60513178507487,1.398185924160416,1.1500592223831507,8855838178,679952511.8,522170207.7,4.306343420864018,75.81486252640406,0.22386964968036507,0.0233864440273672,32.51304244995117,729130141.0,-0.0117134618859446,25.09987449645996,201720376.0,0.0207731238419173,28.51212310791016,308804546.0,0.0380049540350102,19.810222625732425,131061660.0,0.09794880140818234,0.1357047735148268,0.8009379195342557,-1.843127312440893,-0.0194106860449956,0.2869752589808643,0.0029725496486723,0.1958204404290036,0.036897242232210505,0.11592863320475659,1.4824973817660898,1.5330142101052837,-0.0870271312450597,0.2869752589808643,-0.031108063651378876,0.0438975163614655,0.03762582936450672,0.08807743433236849,1.4213252225624944,2.454727253148238,-0.0870271312450597,0.2869752589808643,-0.0229896989219592,0.06243471769068057,0.022866337259581017,0.07244692131957486,1.2622426218526264,2.6266493889671416,-0.0900520122701729,0.2869752589808643,-0.03468707652834248,0.0516810102457307,0.049845885660697725,-0.9987569212189223,-0.09956784659581777,0.9950307753654013,0.14904226617617788,-0.9888308262251281,-0.1981461431993998,0.9801724878485434,0.24675739769029464,-0.9690772862290777,3,4,2,2021,22,0,0
2021-04-23,38.8991813659668,41.463260650634766,31.664270401000977,36.97842025756836,1612232268,-0.0489030911796749,-0.0501393196091355,-0.0161054150143487,9.798990249633787,-0.0493779313844102,73.13049508196211,4.180997368082764,3.490716356073437,0.690281012009327,77.49031896695568,80.73079126988064,34.782852019353825,-22.50968103304432,34.363434600830075,30.89107551574707,28.646240997314454,20.772300395965576,34.72084703614746,32.16616480910659,28.79127900302964,53.45193757029548,33.6776927061757,5.734515526249947,30.541523456573486,26.682244300842285,36.76948614068652,20.52299585394239,28.646240997314454,56.71421352723806,1.0128602617054046,4.24494619203344,32.53838036855062,24.136451085408527,28.33741572697957,1.3770341741348322,1.1413581167912787,7243605910,815357347.4,578628934.1,5.24451095930408,60.10229387671258,0.19843460839709942,0.1958204404290036,38.8797607421875,1638622971.0,0.2869752589808643,32.30291748046875,1155150688.0,-0.0377583425404608,27.4355525970459,258183912.0,0.1384161115904834,22.552276611328125,483057740.0,0.030773131376074507,0.09609209864979432,1.804150372113455,3.5717352756379435,-0.0489030911796749,0.1958204404290036,-0.0194106860449956,0.0233864440273672,0.0357827673682891,0.11677654459318874,1.4674287873126541,1.4784119680531955,-0.0870271312450597,0.2869752589808643,-0.031108063651378876,0.0438975163614655,0.028259869225998806,0.08674499932376138,1.6994319540637408,3.581886821339409,-0.0870271312450597,0.2869752589808643,-0.034046850544680825,0.05328637215669495,0.02333009630676415,0.07189880318796994,1.2990029317690945,2.722216387574499,-0.0900520122701729,0.2869752589808643,-0.03468707652834248,0.0516810102457307,0.024930691738074228,-0.9996891820008162,-0.04984588566069987,0.9987569212189222,0.07473009358642475,-0.9972037971811801,-0.09956784659582205,0.9950307753654009,0.12434370464749189,-0.9922392066001713,4,4,2,2021,23,0,0
2021-04-24,37.25749588012695,43.532222747802734,34.683292388916016,40.7373161315918,1101380795,0.1016510669693659,0.0968100244469635,-0.3168597249537248,8.848930358886719,0.0933991984501827,77.10410179532077,4.617517992920359,3.7160766834428216,0.9014413094775371,87.29184324280118,84.6720839460636,53.870237294787984,-12.708156757198822,36.17571868896484,32.31729602813721,29.480040645599367,21.334837856292726,36.72633673462891,33.724555958649354,29.928996824797466,54.8787684963242,32.25475423390013,4.942046868087221,31.689977645874023,27.71672534942627,38.87369539344748,20.086385897751256,29.480040645599367,63.72891313669439,1.0991957224407911,4.573802203951532,33.598148822784424,24.64698286056518,29.122565841674806,1.3953657250182687,1.1460387993225525,8344986705,891238846.4,612370074.85,2.2150926301590435,66.6327071924243,0.2170925325670596,-0.0489030911796749,36.97842025756836,1612232268.0,-0.0194106860449956,31.67589569091797,1219130981.0,-0.0350071895201733,26.47511100769043,342565805.0,0.0669132691378673,24.061323165893555,426557980.0,0.054985481978946815,0.09553643585842082,0.7652567150064662,-0.1531693959756666,-0.0489030911796749,0.1958204404290036,0.0029725496486723,0.1016510669693659,0.04944859301724301,0.11556177727062784,1.12608245256206,0.7169359035322499,-0.0870271312450597,0.2869752589808643,-0.01748638000523285,0.08892193534523232,0.029996759117573747,0.08789977848527802,1.5965199193231545,3.088294995235493,-0.0870271312450597,0.2869752589808643,-0.034046850544680825,0.05328637215669495,0.026107568500371114,0.072193658472346,1.2025521230802554,2.4358589809496616,-0.0900520122701729,0.2869752589808643,-0.030836802928984053,0.058705525448721346,3.6739403974420594e-16,-1.0,-7.347880794884119e-16,1.0,1.102182119232618e-15,-1.0,-1.4695761589768238e-15,1.0,5.3896838775215305e-15,-1.0,5,4,2,2021,24,0,0
2021-04-25,40.8454704284668,48.43426513671875,40.51201629638672,47.36762619018555,1583800800,0.16275765534421,0.1507944729268506,0.4380138161025406,7.922248840332031,0.1596788014264907,82.12543394152146,5.435813666707485,4.060024080095754,1.375789586611731,96.0340705160823,86.9387442419464,70.27497379464991,-3.965929483917705,39.295233154296874,34.27222728729248,30.69920778274536,22.021461219787597,40.27343321981446,36.205114182565026,31.58981866912014,56.54804098563649,35.73751183659996,4.360996847858913,34.14099884033203,30.167746543884277,42.44013817584535,18.958277389645374,30.69920778274536,76.49011972028174,1.2098423144232262,4.8129769636929955,34.99146089553833,25.445188617706297,30.218324756622316,1.4415718770938009,1.1863493719060343,9928787505,1027484252.5,678355848.4,6.155293125868008,72.10903791779286,0.29723157106473475,0.1016510669693659,40.7373161315918,1101380795.0,0.0029725496486723,31.77005386352539,793008154.0,0.0507345404728316,27.81831359863281,221346739.0,-0.0447622814091376,22.984283447265625,264085329.0,0.08694250311805436,0.10038934521149696,-0.4258311897042468,-1.471271292435033,-0.0489030911796749,0.1958204404290036,0.0233864440273672,0.16275765534421,0.060650904504380855,0.1210018785031066,0.7466979427521266,-0.5007252730065735,-0.0870271312450597,0.2869752589808643,-0.01748638000523285,0.14748100825049898,0.04037275595524112,0.09081049247178015,1.280615345325499,1.7446149104460797,-0.0870271312450597,0.2869752589808643,-0.0229896989219592,0.06716521864802247,0.028687067474700907,0.07473298585954866,1.1061216342688085,1.7930239502393692,-0.0900520122701729,0.2869752589808643,-0.030836802928984053,0.06363478626128152,-0.024930691738071716,-0.9996891820008164,0.04984588566069485,0.9987569212189225,-0.07473009358642256,-0.9972037971811802,0.09956784659581205,0.9950307753654019,-0.12434370464748824,-0.9922392066001717,6,4,2,2021,25,0,0
2021-04-26,47.54185485839844,48.31078338623047,43.371726989746094,43.97651672363281,1357487872,-0.0715912900709253,-0.0742832229702457,-0.1428922930206879,4.939056396484375,-0.0749936691655141,73.27417845891075,5.744466061468611,4.396912476370326,1.347553585098285,83.42539814357458,88.91710396748606,73.1538517343728,-16.574601856425417,41.587928009033206,36.13014240264893,31.650176334381104,22.623436908721924,41.50779438775391,37.61809646275917,32.769504198121346,58.09807972571219,33.122855470096475,4.041934115548652,34.24403953552246,30.167746543884277,44.41321722908531,18.887135439676896,31.650176334381104,80.65067796061479,0.9828919883178585,4.821982637463809,36.122897179921466,26.429710419972736,31.276303799947108,1.4834243406592615,1.2044194451887356,8571299633,1139166504.6,730185895.25,4.64056215969369,61.77951840229455,0.18890175865754955,0.16275765534421,47.36762619018555,1583800800.0,0.0233864440273672,32.51304244995117,729130141.0,-0.0870271312450597,25.39736557006836,240665351.0,0.0858352729672349,24.95714569091797,320886935.0,0.06794695629839584,0.12206711214413005,-0.3048898861483623,-2.848376351649461,-0.0715912900709253,0.1958204404290036,-0.0489030911796749,0.16275765534421,0.062194488621794296,0.11899041076001317,0.8114168130584313,-0.48751801063471184,-0.0715912900709253,0.2869752589808643,-0.01748638000523285,0.14748100825049898,0.032501427803333115,0.09344694986105635,1.3494076791824012,1.8210436932717935,-0.0870271312450597,0.2869752589808643,-0.034046850544680825,0.05328637215669495,0.02596459315437013,0.07587129348047104,1.1179380380319643,1.735101094826258,-0.0900520122701729,0.2869752589808643,-0.03468707652834248,0.058705525448721346,-0.04984588566069699,-0.9987569212189223,0.09956784659581631,0.9950307753654014,-0.1490422661761757,-0.9888308262251284,0.1981461431993969,0.9801724878485439,-0.2467573976902911,-0.9690772862290786,0,4,2,2021,26,0,0
2021-04-27,43.89356994628906,46.54861068725586,42.55732727050781,43.2390022277832,904891996,-0.0167706437616345,-0.016912863325799,-0.3334069389019189,3.991283416748047,-0.0149126106467719,71.47006109130658,5.861990672379282,4.689928115572117,1.1720625568071643,80.683204551813,86.71422440382332,72.26780250985539,-19.316795448186994,42.45977630615234,37.94405517578125,32.488222408294675,23.216173191070556,42.08486366776368,38.640079329127175,33.76659924856533,59.10735770954759,31.14012395335097,5.021393461325255,36.09238004684448,30.402361392974854,45.96397806657212,19.012466750017232,32.488222408294675,82.9577899887616,0.8988933938886349,4.762646978841254,37.02404661178589,27.37155714035034,32.19780187606811,1.489299919060698,1.2038357313395798,7666407637,1209483666.6,741588184.0,3.4858730384282053,57.6007584710825,0.12114125169409637,-0.0715912900709253,43.97651672363281,1357487872.0,0.1958204404290036,38.8797607421875,1638622971.0,-0.0117134618859446,25.09987449645996,201720376.0,0.060941867208285,26.47808074951172,676846221.0,0.02542873946026823,0.10172016696505018,0.646743677254771,-2.0252501414318154,-0.0715912900709253,0.16275765534421,-0.0489030911796749,0.1016510669693659,0.061688770434225305,0.11934963117326784,0.8127578463931758,-0.5025178270828147,-0.0715912900709253,0.2869752589808643,-0.018750675474155327,0.14748100825049898,0.02861580225483714,0.09381707651007691,1.4615387888998883,2.0268113098208334,-0.0870271312450597,0.2869752589808643,-0.034046850544680825,0.0431539076885156,0.026026282861989918,0.07583452296424031,1.1179075610160065,1.7399662545703154,-0.0900520122701729,0.2869752589808643,-0.03468707652834248,0.058705525448721346,-0.0747300935864233,-0.9972037971811802,0.14904226617617256,0.9888308262251289,-0.22252093395631506,-0.9749279121818235,0.29475517441090054,0.9555728057861419,-0.3653410243663938,-0.9308737486442047,1,4,2,2021,27,0,0
2021-04-28,43.16144180297852,46.91656494140625,40.67207336425781,44.825984954833984,1021154320,0.0367025751124077,0.0360450752952359,0.1284819895787872,6.2444915771484375,0.0385655131599564,73.0099984712802,6.013861959183664,4.954714884294427,1.0591470748892373,86.58385313410523,83.5641519431643,38.76760506829463,-13.416146865894769,44.02928924560547,39.19636192321777,33.37782230377197,23.815766677856445,42.998570763453785,39.764789442892045,34.81987407773377,59.08912028424135,28.28716953110654,7.327318823116176,36.39763784408569,30.402361392974854,47.62298916546253,19.13265544208141,33.37782230377197,85.35707771492771,0.901826204010621,4.868493021577483,38.0854455947876,28.03301448822021,33.05923004150391,1.4892775756914045,1.194770025473546,8687561957,1196084029.8,773746483.65,-0.11599903752124152,62.26208007352419,0.13385187761452874,-0.0167706437616345,43.2390022277832,904891996.0,-0.0489030911796749,36.97842025756836,1612232268.0,0.2869752589808643,32.30291748046875,1155150688.0,0.0209949618718729,27.03398704528809,377988327.0,0.04254987271868475,0.09290341997654705,0.12857218518867927,-1.2358035682871684,-0.0715912900709253,0.16275765534421,-0.0167706437616345,0.1016510669693659,0.03666150204737965,0.08932193743026691,0.7886786692341716,-0.490126053917949,-0.0715912900709253,0.1958204404290036,-0.018750675474155327,0.08541394400512635,0.029401182916863878,0.0938156690101102,1.4337675869857789,1.9672609361828703,-0.0870271312450597,0.2869752589808643,-0.034046850544680825,0.0431539076885156,0.024931036761389632,0.07526343717422164,1.175115308508517,1.95100910935467,-0.0900520122701729,0.2869752589808643,-0.03468707652834248,0.0516810102457307,-0.09956784659581668,-0.9950307753654014,0.19814614319939763,0.9801724878485438,-0.2947551744109009,-0.9555728057861418,0.3884347962746948,0.9214762118704076,-0.4782539786213183,-0.8782215733702284,2,4,2,2021,28,0,0
2021-04-29,44.84994888305664,46.07149124145508,40.950984954833984,42.460540771484375,772259307,-0.0527694859517977,-0.0542128003710742,-0.2437388826793584,5.120506286621094,-0.0532756038987356,67.18865339031304,5.875618993088736,5.1388957060532885,0.7367232870354474,77.78876379314441,81.68527382635425,34.04685122655759,-22.21123620685559,44.37393417358398,40.27482643127441,34.11193561553955,24.38035581588745,42.81922743279732,40.25492604809065,35.54755661999573,59.07218553217127,26.169895873620995,6.778874444221299,37.143807888031006,30.402361392974854,48.63768025778353,19.586190973295572,34.11193561553955,85.16517389078815,0.7873727083038927,4.886493969080598,38.999028523763016,28.64563763936361,33.822333081563315,1.5176225537043724,1.1982724541913843,7915302650,1151396862.4,798235552.1,-0.3665493543880336,58.06350019371629,0.1129281973912166,0.0367025751124077,44.825984954833984,1021154320.0,0.1016510669693659,40.7373161315918,1101380795.0,-0.0194106860449956,31.67589569091797,1219130981.0,0.0275315472186128,27.77827453613281,282477938.0,0.011665762134452029,0.09400514522614503,1.3027324804216864,1.4037549496611217,-0.0715912900709253,0.16275765534421,-0.0527694859517977,0.0367025751124077,0.03332562205669944,0.09222448875831235,0.7568095238903261,-0.6324896291745422,-0.0715912900709253,0.1958204404290036,-0.0408699793251648,0.08541394400512635,0.025386131258343353,0.09560123478963178,1.4578690772899474,1.8946924704171897,-0.0870271312450597,0.2869752589808643,-0.035694977775245176,0.0431539076885156,0.024704441160350258,0.07548406944498665,1.1654864165030319,1.9183684703581054,-0.0900520122701729,0.2869752589808643,-0.03468707652834248,0.0516810102457307,-0.12434370464748441,-0.9922392066001722,0.24675739769029215,0.9690772862290783,-0.36534102436639454,-0.9308737486442045,0.4782539786213155,0.87822157337023,-0.5837436722347853,-0.8119380057158597,3,4,2,2021,29,0,0
