Date,Open,High,Low,Close,Volume,Returns,Log_Returns,Volume_Change,Price_Range,Intraday_Return,RSI_14,MACD,MACD_Signal,MACD_Diff,Stoch_K,Stoch_D,ROC_10,Williams_R,SMA_5,SMA_10,SMA_20,SMA_50,EMA_5,EMA_10,EMA_20,ADX,ADX_Pos,ADX_Neg,Ichimoku_A,Ichimoku_B,BB_High,BB_Low,BB_Mid,BB_Width,BB_Pct,ATR_14,Keltner_High,Keltner_Low,Keltner_Mid,HV_20,HV_50,OBV,Volume_SMA_10,Volume_SMA_20,Volume_ROC,MFI,CMF,Returns_Lag_1,Close_Lag_1,Volume_Lag_1,Returns_Lag_5,Close_Lag_5,Volume_Lag_5,Returns_Lag_10,Close_Lag_10,Volume_Lag_10,Returns_Lag_20,Close_Lag_20,Volume_Lag_20,Returns_Mean_5,Returns_Std_5,Returns_Skew_5,Returns_Kurt_5,Returns_Min_5,Returns_Max_5,Returns_Q25_5,Returns_Q75_5,Returns_Mean_10,Returns_Std_10,Returns_Skew_10,Returns_Kurt_10,Returns_Min_10,Returns_Max_10,Returns_Q25_10,Returns_Q75_10,Returns_Mean_20,Returns_Std_20,Returns_Skew_20,Returns_Kurt_20,Returns_Min_20,Returns_Max_20,Returns_Q25_20,Returns_Q75_20,Returns_Mean_50,Returns_Std_50,Returns_Skew_50,Returns_Kurt_50,Returns_Min_50,Returns_Max_50,Returns_Q25_50,Returns_Q75_50,Fourier_Sin_1,Fourier_Cos_1,Fourier_Sin_2,Fourier_Cos_2,Fourier_Sin_3,Fourier_Cos_3,Fourier_Sin_4,Fourier_Cos_4,Fourier_Sin_5,Fourier_Cos_5,DayOfWeek,Month,Quarter,Year,DayOfMonth,IsMonthEnd,IsQuarterEnd
2020-04-21,0.5413870215415955,0.6045860052108765,0.5085489749908447,0.5876590013504028,9711507,0.0906568920762873,0.0867801679994878,0.1640841433909938,0.0960370302200317,0.0854693185607742,,,,,,,-24.350587668401257,,0.6150527954101562,0.6734995007514953,,,0.6097179788277676,0.6525901884901678,,0.0,0.0,0.0,,0.778810977935791,,,,,,0.0,0.8308656251791752,0.5736494642315488,,,,47901721,15511381.7,,-0.7785917492422447,,,-0.1122907716102422,0.538811981678009,8342616.0,0.0682979746343535,0.6908159852027893,21346031.0,-0.1832019953825631,0.7768189907073975,43862444.0,,,,-0.028639283704850128,0.08862722908178366,0.4809896951978156,-1.8121619985833572,-0.1122907716102422,0.0906568920762873,-0.1088349022197193,0.0308266643668986,-0.02295450739040364,0.10012869667150655,0.30001998821257997,-1.433897411418551,-0.149012843437724,0.136052332335343,-0.11142680426261148,0.05893014706748977,,,,,,,,,,,,,,,,,0.24675739769029362,0.969077286229078,0.4782539786213182,0.8782215733702285,0.6801727377709194,0.7330518718298263,0.8400259231507714,0.5425462638657594,0.9479273461671317,0.31848665025168443,1,4,2,2020,21,0,0
2020-04-22,0.5811660289764404,0.7069640159606934,0.5696210265159607,0.6916009783744812,18828400,0.1768746446242231,0.1628623184636245,0.9387722214482264,0.1373429894447326,0.1900230637921846,,,,,,,-21.632241121528274,,0.6212273955345153,0.6544088959693909,,,0.6370123120100055,0.6596830593782248,,0.0,0.0,0.0,,0.778810977935791,,,,,,0.0,0.8277439061138364,0.5690719270043902,,,,66730121,13520532.0,,-0.5139414496726467,,,0.0906568920762873,0.5876590013504028,9711507.0,-0.043554301137475,0.6607279777526855,9870810.0,0.136052332335343,0.8825070261955261,38736897.0,,,,0.01544650544748949,0.12620902890162916,0.13095514186533286,-2.0095356484975078,-0.1122907716102422,0.1768746446242231,-0.1088349022197193,0.0906568920762873,-0.018872276161515635,0.10786497313846993,0.5361623542407229,-0.786174482976447,-0.149012843437724,0.1768746446242231,-0.11142680426261148,0.05893014706748977,,,,,,,,,,,,,,,,,0.2708404681430051,0.962624246950012,0.521435203379498,0.8532908816321557,0.7330518718298263,0.6801727377709194,0.8898718088114685,0.4562106573531631,0.9801724878485438,0.19814614319939755,2,4,2,2020,22,0,0
2020-04-23,0.6853470206260681,0.6980770230293274,0.6003220081329346,0.6274570226669312,13485271,-0.0927470574988371,-0.0973339895752167,-0.2837802999723822,0.0977550148963928,-0.0844681544048358,,,,,,,-19.332574959645147,,0.6104995965957641,0.6393714010715484,,,0.6338272155623141,0.6538237799761714,,0.0,0.0,0.0,,0.778810977935791,,,,,,0.0,0.8209718389388843,0.567158471315335,,,,53244850,13047930.6,,-0.2595101883255355,,,0.1768746446242231,0.6916009783744812,18828400.0,0.0308266643668986,0.6810960173606873,9782112.0,-0.1186110154855348,0.7778319716453552,18211285.0,,,,-0.00926823892565765,0.13428521952606462,0.8233894910778117,-2.004106504213844,-0.1122907716102422,0.1768746446242231,-0.1088349022197193,0.0906568920762873,-0.01628588036284586,0.10549167667792785,0.5508929196742455,-0.6693706046475556,-0.149012843437724,0.1768746446242231,-0.10481294103949874,0.05893014706748977,,,,,,,,,,,,,,,,,0.2947551744109042,0.9555728057861407,0.5633200580636221,0.8262387743159949,0.7818314824680298,0.6234898018587336,0.9308737486442042,0.365341024366395,0.9972037971811801,0.07473009358642439,3,4,2,2020,23,0,0
2020-04-24,0.6240209937095642,0.671019971370697,0.6139410138130188,0.6342419981956482,9064190,0.0108134506167105,0.0107554033455332,-0.3278451727073189,0.0570789575576782,0.0163792638214366,42.843042392877905,,,,23.253920609477568,,-4.18219872224502,-76.74607939052244,0.6159541964530945,0.6366030991077423,,,0.6339654764400922,0.6502634560160763,,0.0,0.0,0.0,,0.778810977935791,,,,,,0.12191898907933917,0.8121033708254497,0.5682653926667712,,,,62309040,12279588.2,,-0.45877723238665524,52.218419162505214,,-0.0927470574988371,0.6274570226669312,13485271.0,-0.1088349022197193,0.6069689989089966,9289670.0,-0.149012843437724,0.6619250178337097,16747614.0,,,,0.014661431641628309,0.12222590650177474,0.324483147034533,-1.7349520147989341,-0.1122907716102422,0.1768746446242231,-0.0927470574988371,0.0906568920762873,-0.0003032509574024114,0.09470417521021635,0.5074463317715774,-0.40553316878565787,-0.1122907716102422,0.1768746446242231,-0.08044886840849658,0.05893014706748977,,,,,,,,,,,,,,,,,0.31848665025168443,0.9479273461671318,0.6038044103254774,0.7971325072229225,0.8262387743159948,0.5633200580636221,0.962624246950012,0.27084046814300516,0.9987569212189223,-0.04984588566069707,4,4,2,2020,24,0,0
2020-04-25,0.6305279731750488,0.6709480285644531,0.6215469837188721,0.6433290243148804,7311905,0.0143273799986185,0.0142257130201201,-0.1933195354466311,0.049401044845581,0.0203021145523034,43.929287480287186,,,,30.076708285987262,,-0.5137245778506488,-69.92329171401273,0.6368576049804687,0.6362708985805512,,,0.6370866590650216,0.6490026502522224,,0.0,0.0,0.0,,0.778810977935791,,,,,,0.11673913591978502,0.8042748610178629,0.5701059420903524,,,,69620945,11703251.2,,-0.44078384584645447,53.777705429230735,,0.0108134506167105,0.6342419981956482,9064190.0,-0.1122907716102422,0.538811981678009,8342616.0,-0.0230751034262235,0.646651029586792,13075275.0,,,,0.039985061963400445,0.10054042383209526,0.12917851628861698,0.187554700749061,-0.0927470574988371,0.1768746446242231,0.0108134506167105,0.0906568920762873,0.0034369973850817887,0.09444312264879687,0.3655309869958925,-0.471954392169054,-0.1122907716102422,0.1768746446242231,-0.08044886840849658,0.05893014706748977,,,,,,,,,,,,,,,,,0.3420201433256687,0.9396926207859084,0.6427876096865393,0.766044443118978,0.8660254037844387,0.4999999999999999,0.984807753012208,0.17364817766693041,0.984807753012208,-0.1736481776669303,5,4,2,2020,25,0,0
2020-04-26,0.6532149910926819,0.6914989948272705,0.6311709880828857,0.6355059742927551,8320760,-0.012160262830449,-0.0122348037341872,0.1379743035501692,0.0603280067443847,-0.0271105486576533,43.16866982396148,,,,33.143367078601685,28.824665324688837,-8.006475254593001,-66.85663292139832,0.6464269995689392,0.6307398974895477,,,0.6365597641409328,0.6465487091686829,,0.0,12.603435713656639,19.98578606540055,,0.778810977935791,,,,,,0.11270976955011358,0.7985735150674979,0.5714991527299086,,,,61300185,10400724.1,,-0.6101963873283984,42.59663458891468,,0.0143273799986185,0.6433290243148804,7311905.0,0.0906568920762873,0.5876590013504028,9711507.0,0.0682979746343535,0.6908159852027893,21346031.0,,,,0.01942163098205319,0.09806978938438818,1.0866914821817208,2.4583849975755285,-0.0927470574988371,0.1768746446242231,-0.012160262830449,0.0143273799986185,-0.004608826361398461,0.0916906066313395,0.6796009936797193,0.24326083672180335,-0.1122907716102422,0.1768746446242231,-0.08044886840849658,0.026701843274828573,,,,,,,,,,,,,,,,,0.365341024366395,0.9308737486442042,0.6801727377709194,0.7330518718298263,0.9009688679024191,0.4338837391175582,0.9972037971811801,0.07473009358642439,0.9555728057861408,-0.2947551744109042,6,4,2,2020,26,0,0
2020-04-27,0.6357139945030212,0.6602830290794373,0.561028003692627,0.5723720192909241,7406934,-0.099344392587484,-0.1046323281701278,-0.1098248236939894,0.0992550253868103,-0.0996391077745829,37.52225539274602,,,,22.16670285994526,28.462259408178067,-13.37251659333149,-77.83329714005474,0.6225812077522278,0.6219043016433716,,,0.6151638491909299,0.6330620382818176,,0.0,11.725377592657868,23.516823723586615,,0.778810977935791,,,,,,0.11174871639559192,0.7926073892443788,0.5672132805281995,,,,53893251,10154336.5,,-0.24961234184428638,46.77693619846594,,-0.012160262830449,0.6355059742927551,8320760.0,0.1768746446242231,0.6916009783744812,18828400.0,-0.043554301137475,0.6607279777526855,9870810.0,,,,-0.03582217646028822,0.05595815379700946,-0.47553441540542346,-3.136352821066934,-0.099344392587484,0.0143273799986185,-0.0927470574988371,0.0108134506167105,-0.010187835506399361,0.09592319275339825,0.6874299388250548,-0.10044341447203868,-0.1122907716102422,0.1768746446242231,-0.09769505881532227,0.026701843274828573,,,,,,,,,,,,,,,,,0.38843479627469474,0.9214762118704076,0.7158668492597184,0.6982368180860727,0.9308737486442042,0.365341024366395,0.9996891820008162,-0.024930691738072913,0.9115058523116732,-0.4112871031306114,0,4,2,2020,27,0,0
2020-04-28,0.5782529711723328,0.692147970199585,0.5684840083122253,0.6612930297851562,7470201,0.1553552715668926,0.1444078911064989,0.0085415908930739,0.1236639618873596,0.1436050703630118,47.86547173849356,,,,57.49974757390475,37.60327250415056,-2.9075177465094413,-42.50025242609525,0.6293484091758728,0.6199240028858185,,,0.6305402427223388,0.6381949458278792,,0.0,12.925783363405351,21.506443321287957,,0.778810977935791,,,,,,0.11259980535928961,0.7910350693596734,0.5644224153624641,,,,61363452,9923145.4,,-0.23634067980411588,54.84112769135365,,-0.099344392587484,0.5723720192909241,7406934.0,-0.0927470574988371,0.6274570226669312,13485271.0,0.0308266643668986,0.6810960173606873,9782112.0,,,,0.013798289352857717,0.09154600116996321,0.7444029327753066,2.0707997425164577,-0.099344392587484,0.1553552715668926,-0.012160262830449,0.0143273799986185,0.0022650252136000417,0.10902748066965907,0.5165526449192424,-1.1688313218777497,-0.1122907716102422,0.1768746446242231,-0.09769505881532227,0.0715745140568701,,,,,,,,,,,,,,,,,0.41128710313061156,0.9115058523116731,0.7497812029677342,0.6616858375968594,0.9555728057861407,0.2947551744109043,0.9922392066001721,-0.12434370464748516,0.8532908816321557,-0.521435203379498,1,4,2,2020,28,0,0
2020-04-29,0.6622859835624695,0.77777099609375,0.655273973941803,0.7458400130271912,8801144,0.1278510122350795,0.1203140630004774,0.1781669596306712,0.122497022151947,0.1261600449631749,55.42210331340482,,,,88.13953519264541,55.93532854216514,22.879424545209044,-11.860464807354594,0.6516680121421814,0.633811104297638,,,0.6689734994906229,0.657766776227754,,0.0,17.68711147287015,19.7090909446837,,0.778810977935791,,,,,,0.113306749415908,0.7940749086831745,0.5664948130908766,,,,70164596,9874292.8,,-0.05258808978144536,62.68361753589011,,0.1553552715668926,0.6612930297851562,7470201.0,0.0108134506167105,0.6342419981956482,9064190.0,-0.1088349022197193,0.6069689989089966,9289670.0,,,,0.03720580167653152,0.10462102739112367,-0.10345010897822614,-1.570207917699084,-0.099344392587484,0.1553552715668926,-0.012160262830449,0.1278510122350795,0.025933616659079915,0.1079143425339931,0.06603001391874856,-1.543874705751627,-0.1122907716102422,0.1768746446242231,-0.07260035883174007,0.11855248219538145,,,,,,,,,,,,,,,,,0.4338837391175581,0.9009688679024191,0.7818314824680298,0.6234898018587336,0.9749279121818236,0.22252093395631445,0.9749279121818236,-0.22252093395631434,0.7818314824680299,-0.6234898018587335,2,4,2,2020,29,0,0
2020-04-30,0.7471950054168701,0.800815999507904,0.6878809928894043,0.6910449862480164,5016892,-0.0734675343533455,-0.0763061926977904,-0.4299727399074484,0.1129350066184997,-0.0751477442458637,50.330423387680625,,,,62.441533237876286,69.36027200147548,28.253455703771063,-37.558466762123714,0.6612112045288085,0.6490344047546387,0.6707249522209168,,0.6763306617430874,0.6638173598678017,0.6755834011745588,0.0,17.895393712756512,18.199010300572336,,0.778810977935791,0.8247773652877917,0.5166725391540419,0.6707249522209168,45.93609125671371,0.5659516901506715,0.11328019635895027,0.7963469465573628,0.5688523550828297,0.6825996508200963,1.7200319831662505,,65147704,9541720.4,14234097.9,-0.3986428237857286,57.79620165962689,-0.3148816656935296,0.1278510122350795,0.7458400130271912,8801144.0,0.0143273799986185,0.6433290243148804,7311905.0,-0.1122907716102422,0.538811981678009,8342616.0,,,,0.019646818806138718,0.11615271544586564,0.33020552838800404,-2.829321585378004,-0.099344392587484,0.1553552715668926,-0.0734675343533455,0.1278510122350795,0.02981594038476959,0.1029743392285196,0.145532207480467,-1.5379240319198044,-0.099344392587484,0.1768746446242231,-0.05814071647262138,0.11855248219538145,-0.010262227875759544,0.10835183034607464,0.2654644080495741,-1.0871972504455107,-0.1832019953825631,0.1768746446242231,-0.10171701999554282,0.07388770399483695,,,,,,,,,0.45621065735316296,0.8898718088114687,0.8119380057158565,0.58374367223479,0.9888308262251285,0.14904226617617464,0.9479273461671318,-0.3184866502516843,0.6982368180860729,-0.7158668492597184,3,4,2,2020,30,1,0
2020-05-01,0.6910449862480164,0.7370709776878357,0.685903012752533,0.7287939786911011,4164272,0.0546259551755674,0.0531861592048602,-0.1699498414556263,0.0511679649353027,0.0546259551755673,53.49985443704126,,,,75.35745918109926,75.31284253720698,24.01647503337464,-24.64254081890074,0.6798688054084778,0.6631479024887085,0.6683237016201019,,0.693818434059092,0.675631290562947,0.6806510752237533,0.0,17.250498084543768,17.682479937543206,,0.778810977935791,0.8170929703569625,0.5195544328832413,0.6683237016201019,44.5201235198527,0.7032351089187563,0.10884360840011831,0.7773836294809977,0.573177538315455,0.6752805838982263,1.6062901103698726,,69311976,8986996.9,12249189.3,-0.5712022861127526,60.424736437990376,-0.190239372027417,-0.0734675343533455,0.6910449862480164,5016892.0,-0.012160262830449,0.6355059742927551,8320760.0,0.0906568920762873,0.5876590013504028,9711507.0,-0.1832019953825631,0.7768189907073975,43862444.0,0.033004062407341994,0.11541835098631201,-0.22500658043873858,-2.783567780248191,-0.099344392587484,0.1553552715668926,-0.0734675343533455,0.1278510122350795,0.0262128466946976,0.10122446094680855,0.25864238299399184,-1.323896999713108,-0.099344392587484,0.1768746446242231,-0.05814071647262138,0.10954474797020147,0.0016291696521469798,0.10118676584431371,0.2396929915166871,-1.1727482822898339,-0.149012843437724,0.1768746446242231,-0.09439639127099883,0.07388770399483695,,,,,,,,,0.4782539786213182,0.8782215733702285,0.8400259231507714,0.5425462638657594,0.9972037971811801,0.07473009358642439,0.9115058523116732,-0.4112871031306114,0.6038044103254774,-0.7971325072229225,4,5,2,2020,1,0,0
2020-05-02,0.7272679805755615,0.7489809989929199,0.7079039812088013,0.7158759832382202,3441356,-0.0177251676476269,-0.0178841397713777,-0.1735996111685307,0.0410770177841186,-0.0156640985738512,52.270652549878854,,,,70.9375300172716,69.57884081208238,3.50997260310335,-29.062469982728405,0.708569598197937,0.6655754029750824,0.6599921494722366,,0.7011709504521348,0.6829485074129966,0.6840058283679883,0.0,17.605328375571464,17.148219931189594,,0.778810977935791,0.7745870048013974,0.5453972941430758,0.6599921494722366,34.72612679432526,0.7438322104664454,0.10400313764183262,0.7625779141982397,0.5736885180075963,0.668133216102918,1.5263663877448774,,65870620,7448292.5,10484412.25,-0.8172252554651485,58.278027121450364,-0.27597310720149,0.0546259551755674,0.7287939786911011,4164272.0,-0.099344392587484,0.5723720192909241,7406934.0,0.1768746446242231,0.6916009783744812,18828400.0,0.136052332335343,0.8825070261955261,38736897.0,0.04932790739531342,0.09619067606074655,-0.22322820674425617,-1.9847450468717251,-0.0734675343533455,0.1553552715668926,-0.0177251676476269,0.1278510122350795,0.0067528654675126,0.08670652064490815,0.522134543571887,-0.5759439858015837,-0.099344392587484,0.1553552715668926,-0.059531942676915854,0.04455131138133017,-0.006059705347001515,0.09615204456049839,0.38623483544280246,-0.812732936505029,-0.149012843437724,0.1768746446242231,-0.09439639127099883,0.05804396004026392,,,,,,,,,0.5,0.8660254037844386,0.8660254037844387,0.4999999999999999,1.0,6.123233995736766e-17,0.8660254037844386,-0.5000000000000002,0.49999999999999994,-0.8660254037844387,5,5,2,2020,2,0,0
