Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2015-01-02,66.51834869384766,66.93022520716792,66.1358871217103,66.81254299684977,7251400
2015-01-05,66.20206451416016,66.93020473069916,66.0843823398454,66.36387469814547,8626100
2015-01-06,65.90049743652344,66.60657353342904,65.65043127385425,66.42269937450381,7791200
2015-01-07,66.24622344970703,66.46687482385691,65.87111835821125,66.15061084698743,5986600
2015-01-08,67.00377655029297,67.09939475297483,66.29034355211387,66.54777199496793,6823300
2015-01-09,66.37859344482422,67.06260576793585,66.28298087049097,67.06260576793585,4872800
2015-01-12,66.1358871459961,66.65073839923213,65.83433630188921,66.54776927086425,5250900
2015-01-13,66.41535949707031,67.29795336218027,66.02554150172855,66.76839479855632,6727100
2015-01-14,66.18734741210938,66.31238611756446,65.775471049842,65.99612230756786,6418200
2015-01-15,66.09178161621094,66.56249939506526,65.7093199137677,66.55514285156481,6768200
2015-01-16,67.11410522460938,67.18029726505893,66.09912132460317,66.15795682342595,8815700
2015-01-20,67.06995391845703,67.51125086914308,66.56245933890072,67.11408193010708,9869900
2015-01-21,67.20626068115234,67.54699491724116,66.39145527821525,66.96181906027121,6974500
2015-01-22,67.86550903320312,67.91735977298704,66.56923488729849,67.43588538853254,7211200
2015-01-23,66.72478485107422,67.5469934479299,66.62848658665453,67.53217572203152,6745700
2015-01-26,66.35442352294922,66.62848929885293,65.73220898994087,66.62848929885293,9371700
2015-01-27,64.06554412841797,64.59886903438138,63.717401167508264,64.51738852645339,14417400
2015-01-28,63.072998046875,64.37668106873873,62.969296566292215,64.16927245626634,14033400
2015-01-29,63.458160400390625,63.78408249797557,63.07298436340392,63.53964092478686,12054500
2015-01-30,62.43597412109375,63.12485150104248,62.40634431803813,63.028553228284935,14685300
2015-02-02,63.050758361816406,63.06557043264988,61.98410842004139,62.65076463365077,10278700
2015-02-03,63.66556930541992,63.70260796592257,63.050769360741484,63.66556930541992,10747900
2015-02-04,63.54706573486328,64.05816994320142,63.36929256943103,63.62113741618447,9212800
2015-02-05,64.22112274169922,64.28038234484303,63.77668702073412,63.88038850058242,6531300
2015-02-06,63.41371536254883,64.15444325544037,63.07298120997536,64.11740460027366,8429800
2015-02-09,62.998924255371094,63.28039888589826,62.65818437196104,63.1915094835339,8811500
2015-02-10,63.25077438354492,63.38410567260712,62.82855957673247,63.20633250429323,7059300
2015-02-11,63.435943603515625,63.85074946290653,63.07298847654858,63.66556746834902,7184600
2015-02-12,63.724830627441406,63.8137200242713,63.26558287208608,63.7470515638223,6074600
2015-02-13,63.62851333618164,63.81369526926058,63.33222111299453,63.72480590691321,6272000
2015-02-17,63.32484436035156,63.74705915579126,62.961889169856,63.74705915579126,10310400
2015-02-18,63.895206451416016,63.9914990683828,63.347063597370806,63.524842407426625,8132300
2015-02-19,63.117427825927734,63.92482422863034,62.99891429282344,63.78408410996985,7271600
2015-02-20,62.86558151245117,62.99891276602828,62.36188629352718,62.924835451914404,9581300
2015-02-23,63.25077438354492,63.332254929711105,62.70263715131458,62.932261062524496,7919200
2015-02-24,63.33222961425781,63.51000271151142,62.969274559067784,63.339638474940635,6502200
2015-02-25,63.302608489990234,63.55445892594473,63.139647440485376,63.48038161158387,5975800
2015-02-26,63.087806701660156,63.524839190113,62.88040375173943,63.27298871427602,7964500
2015-02-27,63.058170318603516,63.243352311887534,62.64336446206522,62.97668978945407,7685000
2015-03-02,63.26557922363281,63.26557922363281,62.84335885151954,63.05817064299076,7235200
2015-03-03,63.08041763305664,63.287820629478205,62.62116410433189,63.221152151309674,6095600
2015-03-04,62.48042297363281,63.13967062410633,62.37672147701727,62.99152724360062,7370000
2015-03-05,62.68781661987305,62.784114889020266,62.28782277057898,62.680413407867015,5914200
2015-03-06,61.22858428955078,62.49522859683482,61.013772473512205,62.473002007887416,11338700
2015-03-09,61.547088623046875,61.635978020139376,61.243393072766885,61.3248736072751,7326700
2015-03-10,60.39896011352539,61.39153289321387,60.39896011352539,61.087837360363665,9681400
2015-03-11,60.287864685058594,60.576748216287264,59.8582409945569,60.39156617568902,10066600
2015-03-12,60.80637741088867,60.828604004785994,60.376759334441076,60.43601329757696,6951100
2015-03-13,60.613800048828125,60.9471255337725,60.11010456295775,60.724910427579125,7492500
2015-03-16,61.895233154296875,62.18411663751379,60.73229035867055,60.798958820885616,15618300
2015-03-17,61.369346618652344,61.75452855018616,61.05824204793524,61.74711968384265,7509300
2015-03-18,62.03599548339844,62.25821623520564,60.754533030419374,61.37674774469446,12607900
2015-03-19,61.761924743652344,62.03599625411173,61.56933945108919,61.82118436504495,9257500
2015-03-20,62.769283294677734,62.80632195175241,62.05077629735187,62.21373734639142,22580300
2015-03-23,62.85818099975586,62.99892113369892,62.48781698521631,62.49522584787289,9891100
