Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2015-01-02,39.85846710205078,40.42105442347333,39.67094016268853,39.773227879765024,27913900
2015-01-05,39.49192810058594,39.832888174535164,39.42373413479574,39.52602183181378,39673900
2015-01-06,38.912288665771484,39.84993284378193,38.818523597637046,39.534543911420876,36447900
2015-01-07,39.406681060791016,39.60273381213821,38.775903208920376,39.19357981997882,29114100
2015-01-08,40.56594467163086,40.70232930993257,39.82435340409446,39.84992450763032,29645200
2015-01-09,40.2249870300293,40.7620030404408,39.97779207433727,40.582998787525874,23944200
2015-01-12,39.722068786621094,40.52333150893356,39.51749342255559,40.42104057523402,23651900
2015-01-13,39.517494201660156,40.838721230493306,39.261773365703235,40.037461744050454,35270600
2015-01-14,39.176536560058594,39.41521219276174,38.88671870380052,39.176536560058594,29719600
2015-01-15,38.76737594604492,39.53454168608323,38.707707860893805,39.39815702692828,32750800
2015-01-16,39.41520309448242,39.44929681842669,38.50312688105879,38.622466295696704,35695300
2015-01-20,39.54307174682617,39.764698891955724,38.84409983064967,39.466355158384005,36161900
2015-01-21,39.14242935180664,39.329959460301005,38.76737238648438,39.15947783909399,39081100
2015-01-22,40.17384338378906,40.18236600195738,39.27881889945257,39.534539716167764,35898000
2015-01-23,40.21648025512695,40.39548457856192,39.89256534724369,40.36991346140492,26211600
2015-01-26,40.071556091308594,40.17384702860842,39.415207127802645,40.06303347236706,42525500
2015-01-27,36.363590240478516,36.82388963316384,35.89476823015076,36.610788423772455,169164000
2015-01-28,35.11055374145508,36.47440341907029,35.08498263711428,36.43178382794684,84507100
2015-01-29,35.80952835083008,35.90329340992017,34.769596585921796,34.8889327514304,63585300
2015-01-30,34.43716049194336,35.44299857003973,34.39453764408609,35.41742421099202,78004900
2015-02-02,35.18727493286133,35.263991507637435,34.292250394917936,34.599116694022364,50352500
2015-02-03,35.46003723144531,35.74133236713922,34.99121525695495,35.48561158575049,52082400
2015-02-04,35.66461944580078,35.98000833329835,35.25546550350668,35.74985863107045,41614800
2015-02-05,36.18459701538086,36.346552813198954,35.68167787812034,35.98854423328505,36548200
2015-02-06,36.150489807128906,36.47440456282387,35.928865975337494,36.38063950841219,34616600
2015-02-09,36.107872009277344,36.43178678107129,35.98000997387623,36.005584331956435,31381100
2015-02-10,36.312461853027344,36.457372434414104,35.9544532137211,36.43180131779736,29670700
2015-02-11,36.12491989135742,36.355069600218116,35.98000937022295,36.355069600218116,38262500
2015-02-12,36.7301139831543,36.7301139831543,36.235717759212825,36.36357974862265,33268800
2015-02-13,37.395015716552734,37.395015716552734,36.781286175431234,36.97733898386831,40264900
2015-02-17,37.41218948364258,37.772745941172786,37.07738284832455,37.746992844151734,33695700
2015-02-18,37.36925506591797,37.51519689147742,37.24906960652086,37.45510416177887,27111700
2015-02-19,37.343505859375,37.36925895340826,36.957193074833555,37.06879527365853,27603400
2015-02-20,37.65254592895508,37.66971574528128,37.16321762548502,37.35207905545799,29721100
2015-02-23,37.9015007019043,37.93583705734693,37.472265148201224,37.51518804861006,32518800
2015-02-24,37.84999084472656,38.03026898936668,37.70404905515551,37.901500289541175,25271700
2015-02-25,37.76414489746094,37.84999069700958,37.60103329358825,37.72980526771855,29759800
2015-02-26,37.824241638183594,37.97018016791169,37.678299833647806,37.7641489171417,28957300
2015-02-27,37.643959045410156,37.94442591620957,37.48085070398711,37.8843331970112,33807700
2015-03-02,37.669715881347656,37.93583984834599,37.38641882315348,37.48943444667516,31924000
2015-03-03,37.15463638305664,37.62679821240051,36.99152801688845,37.395010571124814,31748600
2015-03-04,36.96577072143555,37.09453943540312,36.81124564482829,36.92284454197198,25748700
2015-03-05,37.00868225097656,37.12028438862554,36.759724895762176,36.97434262788354,23193500
2015-03-06,36.364837646484375,37.008690994970834,36.184559494861965,36.91425864655696,36248800
2015-03-09,36.785499572753906,37.02587380072411,36.218908558295446,36.218908558295446,32108000
2015-03-10,36.08154296875,36.665303638332716,36.08154296875,36.35625348681155,39159700
2015-03-11,36.03861999511719,36.37342323368623,35.918434553047035,36.321917058403415,32215300
2015-03-12,35.21449661254883,35.75533450215073,35.07714132191436,35.480623920881804,59992500
2015-03-13,35.52354431152344,35.600806861691986,34.86252099892769,34.93978354909624,58007700
2015-03-16,35.678070068359375,35.7467460726572,35.437695866296295,35.600807516769144,35273500
2015-03-17,35.79825210571289,35.90985428617466,35.32609356887801,35.514955018727186,31673400
2015-03-18,36.485023498535156,36.76832054701962,35.48061383530662,35.566459639497815,44194800
2015-03-19,36.30474853515625,36.562289245168934,36.244655811980216,36.27899217178952,33879100
2015-03-20,36.811241149902344,36.89708694873165,36.476437949737814,36.536530663879795,71904500
2015-03-23,36.79407501220703,37.025862621978725,36.725395746434245,36.811244828650224,26246100
2015-03-24,36.82841491699219,37.06019925366748,36.69964293012133,36.725396017572436,25513300
2015-03-25,35.59220886230469,36.85416235073839,35.57503904836871,36.84557580636682,43469900
2015-03-26,35.37759017944336,35.72097989961028,35.128632796062696,35.386176723591426,37495600
2015-03-27,35.17156982421875,35.56646583194528,35.051384367502685,35.30033855292535,34401400
2015-03-30,35.16297149658203,35.66088625022451,35.12004860139385,35.28315691303173,35049700
2015-03-31,34.905426025390625,35.223059335642574,34.80241043621825,35.00844161456299,34887200
2015-04-01,34.95695114135742,34.99128750328273,34.604978051860996,34.853932231157486,36865300
2015-04-02,34.587791442871094,34.974103981565634,34.441849695005864,34.90542474143931,37487500
2015-04-06,35.66948318481445,35.86693119817076,34.493378377079814,34.63073365918891,39223700
2015-04-07,35.652313232421875,35.97853325426914,35.463451766980384,35.72099251062476,28809400
2015-04-08,35.557884216308594,35.789671889894464,35.231667438499024,35.592223858649135,24753400
2015-04-09,35.60938262939453,35.729568065481544,35.41193465942193,35.41193465942193,25723900
2015-04-10,35.81542205810547,36.012870055165386,35.54929478825534,35.73815951362046,28022000
2015-04-13,35.84974670410156,36.10729061809232,35.532113358268376,35.54069990196508,30276700
2015-04-14,35.75531768798828,36.08153430308445,35.532113398915214,35.88408637032406,24244400
2015-04-15,36.278995513916016,36.45069042801077,35.78108386533014,35.849759866083176,27343600
2015-04-16,36.19313430786133,36.347659337374175,35.90125406042669,36.01285619836524,22509700
2015-04-17,35.72957229614258,35.832591203393285,35.3346763094386,35.772495203426416,42387600
2015-04-20,36.83700180053711,37.060202888220935,35.781082538986425,35.824005447217004,46057700
2015-04-21,36.60519790649414,37.04301989046873,36.51076558544839,36.914247948168786,26013800
2015-04-22,36.90568923950195,37.02587471906366,36.527959703955204,36.630975361463996,25064300
2015-04-23,37.206138610839844,37.437926207082974,36.742563418353576,36.81982595043462,46309500
2015-04-24,41.09501647949219,41.32680410240517,39.189212593554046,39.197795864858456,130933700
2015-04-27,41.232357025146484,41.31820608158385,40.53699767944043,40.54558094768084,59248200
2015-04-28,42.20245361328125,42.245376528035045,40.949086163542866,41.01776217218725,60730800
2015-04-29,42.116600036621094,42.331217845720616,41.635854965307324,41.82471968525343,47804600
2015-04-30,41.75604248046875,42.528667941378686,41.72170284335985,41.80755193613209,64725500
