Date,Open,High,Low,Close,Volume,Returns,Log_Returns,Volume_Change,Price_Range,Intraday_Return
2015-01-05,15.350500106811523,15.418999671936035,15.042499542236328,15.10949993133545,55484000,-0.020517290123176934,-0.020730693742290217,-0.00323368784133371,0.37650012969970703,-0.015699825660346695
2015-01-06,15.112000465393066,15.149999618530272,14.619000434875488,14.76449966430664,70380000,-0.022833334564125174,-0.02309805250552857,0.26847379424699014,0.5309991836547834,-0.022995023185859016
2015-01-07,14.875,15.064000129699709,14.76650047302246,14.92099952697754,52806000,0.010599740338593344,0.010543956937772861,-0.24970161977834615,0.29749965667724965,0.0030924051749607285
2015-01-08,15.015999794006348,15.156999588012695,14.805500030517578,15.02299976348877,61768000,0.0068360190164746815,0.006812759380520114,0.16971556262545917,0.3514995574951172,0.00046616739334372665
2015-01-09,15.074000358581545,15.143500328063965,14.833999633789062,14.846500396728516,51848000,-0.011748610100441481,-0.011818170381278284,-0.1606009584250745,0.30950069427490234,-0.015092208865678755
2015-01-12,14.878000259399414,14.92549991607666,14.46399974822998,14.570500373840332,68428000,-0.018590241168821242,-0.018765211590182393,0.31978089800956644,0.4615001678466797,-0.020668092498843323
2015-01-13,14.87399959564209,15.074999809265137,14.661499977111816,14.737000465393066,82728000,0.0114272047823194,0.011362407445480715,0.20897878061612207,0.4134998321533203,-0.009210645016365511
2015-01-14,14.596500396728516,14.795499801635742,14.324999809265137,14.66349983215332,110774000,-0.00498748937494764,-0.004999968410075042,0.33901460206943246,0.47049999237060547,0.004590102668706886
2015-01-15,14.699999809265137,14.800000190734863,14.340999603271484,14.34749984741211,88384000,-0.02155010661563239,-0.021785701035730624,-0.20212324191597308,0.4590005874633789,-0.02397958955284157
2015-01-16,14.314000129699709,14.53950023651123,14.262499809265137,14.536999702453612,69564000,0.013207865973644317,0.013121402610750997,-0.21293446777697322,0.27700042724609375,0.015579123287221946
2015-01-20,14.62950038909912,14.66800022125244,14.319499969482422,14.472000122070312,61502000,-0.0044713201976834815,-0.0044813464480519555,-0.11589327813236727,0.34850025177001775,-0.0107659361454452
2015-01-21,14.482000350952148,15.300000190734863,14.36299991607666,14.862500190734863,201302000,0.0269831443733215,0.0266255183222718,2.273096809859842,0.9370002746582031,0.026273983604599076
2015-01-22,15.0,15.612500190734863,15.0,15.515999794006348,107252000,0.043969695198313286,0.04303046145131587,-0.4672084728417999,0.6125001907348633,0.034399986267089844
